,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,Attrition_Encoded
732,30,Yes,2,109,Research & Development,5,3,Medical,2,Female,3,Laboratory Technician,2,Single,2422,25725,0,17,3,1,0,4,3,3,3,2,1,1
733,26,No,1,1066,Research & Development,2,2,Medical,4,Male,4,Manufacturing Director,4,Married,5472,3334,0,12,3,2,0,8,2,3,8,7,1,0
734,22,No,1,217,Research & Development,8,1,Life Sciences,2,Male,1,Laboratory Technician,1,Married,2451,6881,0,15,3,1,1,4,3,2,4,3,1,0
735,48,No,1,277,Research & Development,6,3,Life Sciences,1,Male,2,Healthcare Representative,3,Single,4240,13119,0,13,3,4,0,19,0,3,2,2,2,0
736,48,No,1,1355,Research & Development,4,4,Life Sciences,3,Male,2,Healthcare Representative,3,Single,10999,22245,0,14,3,2,0,27,3,3,15,11,4,0
737,41,No,1,549,Research & Development,7,2,Medical,4,Female,3,Manufacturing Director,3,Single,5003,23371,0,14,3,2,0,8,6,3,2,2,2,0
738,39,No,1,466,Research & Development,1,1,Life Sciences,4,Female,2,Manufacturing Director,4,Married,12742,7060,0,16,3,3,1,21,3,3,21,6,11,0
739,27,No,1,1055,Research & Development,2,4,Life Sciences,1,Female,3,Manufacturing Director,4,Married,4227,4658,0,18,3,2,1,4,2,3,3,2,2,0
740,35,No,1,802,Research & Development,10,3,Other,2,Male,3,Laboratory Technician,4,Divorced,3917,9541,0,20,4,1,1,3,4,2,3,2,1,0
741,42,No,1,265,Sales,5,2,Marketing,4,Male,3,Manager,3,Married,18303,7770,0,13,3,2,0,21,3,4,1,0,0,0
742,50,No,1,804,Research & Development,9,3,Life Sciences,1,Male,3,Laboratory Technician,4,Married,2380,20165,0,18,3,2,0,8,5,3,1,0,0,0
743,59,No,1,715,Research & Development,2,3,Life Sciences,3,Female,2,Manufacturing Director,4,Single,13726,21829,1,13,3,1,0,30,4,3,5,3,4,0
744,37,Yes,1,1141,Research & Development,11,2,Medical,1,Female,1,Healthcare Representative,2,Married,4777,14382,0,15,3,1,0,15,2,1,1,0,0,1
745,55,No,2,135,Research & Development,18,4,Medical,3,Male,3,Healthcare Representative,2,Married,6385,12992,1,14,3,4,2,17,3,3,8,7,6,0
746,41,No,0,247,Research & Development,7,1,Life Sciences,2,Female,1,Research Director,3,Divorced,19973,20284,0,22,4,2,2,21,3,3,21,16,5,0
747,38,No,1,1035,Sales,3,4,Life Sciences,2,Male,3,Sales Executive,4,Single,6861,4981,1,12,3,3,0,19,1,3,1,0,0,0
748,26,Yes,0,265,Sales,29,2,Medical,2,Male,1,Sales Executive,1,Single,4969,21813,0,18,3,4,0,7,6,3,2,2,2,1
749,52,Yes,1,266,Sales,2,1,Marketing,1,Female,1,Manager,4,Married,19845,25846,0,15,3,4,1,33,3,3,32,14,6,1
750,44,No,1,1448,Sales,28,3,Medical,4,Female,4,Sales Executive,4,Married,13320,11737,1,18,3,3,1,23,2,3,12,11,11,0
751,50,No,0,145,Sales,1,3,Life Sciences,4,Female,3,Sales Executive,3,Married,6347,24920,0,12,3,1,1,19,3,3,18,7,0,0
752,36,Yes,1,885,Research & Development,16,4,Life Sciences,3,Female,4,Laboratory Technician,1,Single,2743,8269,0,16,3,3,0,18,1,3,17,13,15,1
753,39,No,2,945,Research & Development,22,3,Medical,4,Female,3,Manufacturing Director,1,Single,10880,5083,1,13,3,3,0,21,2,3,21,6,2,0
754,33,No,0,1038,Sales,8,1,Life Sciences,2,Female,2,Sales Representative,4,Single,2342,21437,0,19,3,4,0,3,2,2,2,2,2,0
755,45,No,1,1234,Sales,11,2,Life Sciences,4,Female,3,Manager,4,Married,17650,5404,0,13,3,2,1,26,4,4,9,3,1,0
756,32,No,0,1109,Research & Development,29,4,Medical,4,Female,3,Laboratory Technician,3,Single,4025,11135,0,12,3,2,0,10,2,3,8,7,7,0
757,34,No,1,216,Sales,1,4,Marketing,2,Male,4,Sales Executive,4,Divorced,9725,12278,0,11,3,4,1,16,2,2,15,1,0,0
758,59,No,1,1089,Sales,1,2,Technical Degree,2,Male,3,Manager,4,Married,11904,11038,1,14,3,3,1,14,1,1,6,4,0,0
759,45,No,1,788,Human Resources,24,4,Medical,2,Male,3,Human Resources,2,Single,2177,8318,0,16,3,1,0,6,3,3,6,3,0,0
760,53,No,2,124,Sales,2,3,Marketing,3,Female,2,Sales Executive,2,Married,7525,23537,0,12,3,1,1,30,2,3,15,7,6,0
761,36,Yes,1,660,Research & Development,15,3,Other,1,Male,3,Laboratory Technician,3,Divorced,4834,7858,0,14,3,2,1,9,3,2,1,0,0,1
762,26,Yes,2,342,Research & Development,2,3,Life Sciences,1,Male,3,Research Scientist,1,Married,2042,15346,1,14,3,2,1,6,2,3,3,2,1,1
763,34,No,1,1333,Sales,10,4,Life Sciences,3,Female,3,Sales Representative,3,Married,2220,18410,1,19,3,4,1,1,2,3,1,1,0,0
764,28,No,1,1144,Sales,10,1,Medical,4,Male,3,Sales Representative,2,Married,1052,23384,0,22,4,2,0,1,5,3,1,0,0,0
765,38,No,2,1186,Research & Development,3,4,Other,3,Male,3,Research Scientist,3,Married,2821,2997,0,16,3,1,1,8,2,3,2,2,2,0
766,50,No,1,1464,Research & Development,2,4,Medical,2,Male,3,Research Director,3,Married,19237,12853,1,11,3,4,1,29,2,2,8,1,7,0
767,37,No,1,124,Research & Development,3,3,Other,4,Female,3,Healthcare Representative,2,Single,4107,13848,0,15,3,1,0,8,3,2,4,3,0,0
768,40,No,1,300,Sales,26,3,Marketing,3,Male,3,Sales Executive,1,Married,8396,22217,0,14,3,2,1,8,3,2,7,7,7,0
769,26,No,2,921,Research & Development,1,1,Medical,1,Female,2,Research Scientist,3,Divorced,2007,25265,0,13,3,3,2,5,5,3,5,3,1,0
770,46,No,1,430,Research & Development,1,4,Medical,4,Male,3,Research Director,4,Divorced,19627,21445,0,17,3,4,2,23,0,3,2,2,2,0
771,54,No,1,1082,Sales,2,4,Life Sciences,3,Female,2,Sales Executive,3,Married,10686,8392,0,11,3,2,1,13,4,3,9,4,7,0
772,56,No,2,1240,Research & Development,9,3,Medical,1,Female,3,Research Scientist,3,Married,2942,12154,0,19,3,2,1,18,4,3,5,4,0,0
773,36,No,1,796,Research & Development,12,5,Medical,4,Female,2,Manufacturing Director,4,Single,8858,15669,0,11,3,2,0,15,2,2,14,8,7,0
774,55,No,0,444,Research & Development,2,1,Medical,3,Male,2,Manager,1,Single,16756,17323,0,15,3,2,0,31,3,4,9,7,6,0
775,43,No,1,415,Sales,25,3,Medical,3,Male,2,Sales Executive,4,Divorced,10798,5268,0,13,3,3,1,18,5,3,1,0,0,0
776,20,Yes,2,769,Sales,9,3,Marketing,4,Female,3,Sales Representative,4,Single,2323,17205,1,14,3,2,0,2,3,3,2,2,0,1
777,21,Yes,1,1334,Research & Development,10,3,Life Sciences,3,Female,2,Laboratory Technician,1,Single,1416,17258,0,13,3,1,0,1,6,2,1,0,1,1
778,46,No,1,1003,Research & Development,8,4,Life Sciences,4,Female,2,Research Scientist,1,Divorced,4615,21029,1,23,4,1,3,19,2,3,16,13,1,0
779,51,Yes,1,1323,Research & Development,4,4,Life Sciences,1,Male,3,Research Scientist,3,Married,2461,10332,1,12,3,3,3,18,2,4,10,0,2,1
780,28,Yes,0,1366,Research & Development,24,2,Technical Degree,2,Male,2,Healthcare Representative,1,Single,8722,12355,0,12,3,1,0,10,2,2,10,7,1,1
781,26,No,1,192,Research & Development,1,2,Medical,1,Male,2,Laboratory Technician,1,Married,3955,11141,0,16,3,1,2,6,2,3,5,3,1,0
782,30,No,1,1176,Research & Development,20,3,Other,3,Male,3,Manufacturing Director,1,Married,9957,9096,0,15,3,3,1,7,1,2,6,2,0,0
783,41,No,1,509,Research & Development,7,2,Technical Degree,2,Female,4,Research Scientist,3,Married,3376,18863,0,13,3,3,0,10,3,3,10,6,0,0
784,38,No,1,330,Research & Development,17,1,Life Sciences,3,Female,2,Healthcare Representative,3,Married,8823,24608,0,18,3,1,1,20,4,2,19,9,1,0
785,40,No,1,1492,Research & Development,20,4,Technical Degree,1,Male,3,Healthcare Representative,4,Married,10322,26542,0,20,4,4,1,14,6,3,11,10,11,0
786,27,No,0,1277,Research & Development,8,5,Life Sciences,1,Male,1,Laboratory Technician,3,Married,4621,5869,0,19,3,4,3,3,4,3,3,2,1,0
787,55,No,2,1091,Research & Development,2,1,Life Sciences,4,Male,3,Manufacturing Director,2,Married,10976,15813,0,18,3,2,1,23,4,3,3,2,1,0
788,28,No,1,857,Research & Development,10,3,Other,3,Female,3,Research Scientist,3,Single,3660,7909,0,13,3,4,0,10,4,4,8,7,1,0
789,44,Yes,1,1376,Human Resources,1,2,Medical,2,Male,2,Human Resources,1,Married,10482,2326,0,14,3,4,1,24,1,3,20,6,3,1
790,33,No,1,654,Research & Development,5,3,Life Sciences,4,Male,2,Healthcare Representative,4,Divorced,7119,21214,0,15,3,3,1,9,2,3,3,2,1,0
791,35,Yes,1,1204,Sales,4,3,Technical Degree,4,Male,3,Sales Executive,1,Single,9582,10333,1,22,4,1,0,9,2,3,8,7,4,1
792,33,Yes,2,827,Research & Development,29,4,Medical,1,Female,2,Research Scientist,3,Single,4508,3129,0,22,4,2,0,14,4,3,13,7,3,1
793,28,No,1,895,Research & Development,15,2,Life Sciences,1,Male,3,Laboratory Technician,3,Divorced,2207,22482,0,16,3,4,1,4,5,2,4,2,2,0
794,34,No,2,618,Research & Development,3,1,Life Sciences,1,Male,3,Healthcare Representative,4,Single,7756,22266,0,17,3,3,0,7,1,2,6,2,0,0
795,37,No,1,309,Sales,10,4,Life Sciences,4,Female,2,Sales Executive,4,Divorced,6694,24223,1,14,3,3,3,8,5,3,1,0,0,0
796,25,Yes,1,1219,Research & Development,4,1,Technical Degree,4,Male,3,Laboratory Technician,4,Married,3691,4605,1,15,3,2,1,7,3,4,7,7,5,1
797,26,Yes,1,1330,Research & Development,21,3,Medical,1,Male,3,Laboratory Technician,3,Divorced,2377,19373,0,20,4,3,1,1,0,2,1,1,0,1
798,33,Yes,1,1017,Research & Development,25,3,Medical,1,Male,2,Research Scientist,2,Single,2313,2993,1,20,4,2,0,5,0,3,2,2,2,1
799,42,No,1,469,Research & Development,2,2,Medical,4,Male,3,Manager,1,Married,17665,14399,0,17,3,4,1,23,3,3,22,6,13,0
800,28,Yes,2,1009,Research & Development,1,3,Medical,1,Male,2,Laboratory Technician,2,Divorced,2596,7160,0,15,3,1,2,1,2,3,1,0,0,1
801,50,Yes,2,959,Sales,1,4,Other,4,Male,3,Sales Executive,3,Single,4728,17251,1,14,3,4,0,5,4,3,0,0,0,1
802,33,No,2,970,Sales,7,3,Life Sciences,4,Female,3,Sales Executive,2,Married,4302,13401,0,17,3,3,1,4,3,3,3,2,0,0
803,34,No,0,697,Research & Development,3,4,Life Sciences,3,Male,2,Research Scientist,4,Married,2979,22478,0,17,3,4,3,6,2,3,0,0,0,0
804,48,No,0,1262,Research & Development,1,4,Medical,1,Male,4,Manager,4,Single,16885,16154,0,22,4,3,0,27,3,2,5,4,2,0
805,45,No,0,1050,Sales,9,4,Life Sciences,2,Female,2,Sales Executive,3,Married,5593,17970,0,13,3,4,1,15,2,3,15,10,4,0
806,52,No,1,994,Research & Development,7,4,Life Sciences,2,Male,3,Healthcare Representative,2,Single,10445,15322,0,19,3,4,0,18,4,3,8,6,4,0
807,38,No,1,770,Sales,10,4,Marketing,3,Male,2,Sales Executive,3,Divorced,8740,5569,1,14,3,2,2,9,2,3,8,7,2,0
808,29,No,1,1107,Research & Development,28,4,Life Sciences,3,Female,3,Research Scientist,4,Divorced,2514,26968,0,22,4,1,1,11,1,3,7,5,1,0
809,28,No,1,950,Research & Development,3,3,Medical,4,Female,3,Manufacturing Director,2,Divorced,7655,8039,0,17,3,2,3,10,3,2,9,7,1,0
810,46,No,1,406,Sales,3,1,Marketing,1,Male,3,Manager,3,Married,17465,15596,0,12,3,4,1,23,3,3,12,9,4,0
811,38,No,1,130,Sales,2,2,Marketing,4,Male,3,Sales Executive,2,Single,7351,20619,0,16,3,3,0,10,2,3,1,0,0,0
812,43,No,2,1082,Research & Development,27,3,Life Sciences,3,Female,3,Manufacturing Director,1,Married,10820,11535,0,11,3,3,1,18,1,3,8,7,0,0
813,39,Yes,2,203,Research & Development,2,3,Life Sciences,1,Male,3,Healthcare Representative,4,Divorced,12169,13547,0,11,3,4,3,21,4,3,18,7,11,1
814,40,No,1,1308,Research & Development,14,3,Medical,3,Male,2,Research Director,3,Single,19626,17544,0,14,3,1,0,21,2,4,20,7,4,0
815,21,No,1,984,Research & Development,1,1,Technical Degree,4,Female,2,Research Scientist,2,Single,2070,25326,1,11,3,3,0,2,6,4,2,2,2,0
816,39,No,0,439,Research & Development,9,3,Life Sciences,3,Male,3,Laboratory Technician,2,Single,6782,8770,0,15,3,3,0,9,2,2,5,4,0,0
817,36,No,0,217,Research & Development,18,4,Life Sciences,1,Male,3,Manufacturing Director,4,Single,7779,23238,0,20,4,1,0,18,0,3,11,9,0,0
818,31,No,2,793,Sales,20,3,Life Sciences,3,Male,4,Sales Representative,4,Married,2791,21981,0,12,3,1,1,3,4,3,2,2,2,0
819,28,No,1,1451,Research & Development,2,1,Life Sciences,1,Male,2,Research Scientist,2,Married,3201,19911,0,17,3,1,0,6,2,1,5,3,0,0
820,35,No,2,1182,Sales,11,2,Marketing,4,Male,3,Sales Executive,4,Divorced,4968,18500,0,11,3,4,1,5,3,3,5,2,0,0
821,49,No,1,174,Sales,8,4,Technical Degree,4,Male,2,Sales Executive,2,Married,13120,11879,0,17,3,2,1,22,3,3,9,8,2,0
822,34,No,2,1003,Research & Development,2,2,Life Sciences,4,Male,3,Manufacturing Director,3,Single,4033,15834,0,11,3,4,0,5,3,2,3,2,0,0
823,29,No,2,490,Research & Development,10,3,Life Sciences,4,Female,3,Research Scientist,2,Divorced,3291,17940,0,14,3,4,2,8,2,2,7,5,1,0
824,42,No,1,188,Research & Development,29,3,Medical,2,Male,1,Laboratory Technician,4,Single,4272,9558,0,19,3,1,0,16,3,3,1,0,0,0
825,29,No,1,718,Research & Development,8,1,Medical,2,Male,2,Manufacturing Director,4,Married,5056,17689,1,15,3,3,1,10,2,2,10,7,1,0
826,38,No,1,433,Human Resources,1,3,Human Resources,3,Male,4,Human Resources,3,Married,2844,6004,0,13,3,4,1,7,2,4,7,6,5,0
827,28,No,2,773,Research & Development,6,3,Life Sciences,3,Male,2,Research Scientist,3,Divorced,2703,22088,1,14,3,4,1,3,2,3,3,1,0,0
828,18,Yes,0,247,Research & Development,8,1,Medical,3,Male,3,Laboratory Technician,3,Single,1904,13556,0,12,3,4,0,0,0,3,0,0,0,1
829,33,Yes,1,603,Sales,9,4,Marketing,1,Female,3,Sales Executive,1,Single,8224,18385,1,17,3,1,0,6,3,3,5,2,0,1
830,41,No,1,167,Research & Development,12,4,Life Sciences,2,Male,3,Laboratory Technician,4,Married,4766,9051,1,11,3,1,1,6,4,3,1,0,0,0
831,31,Yes,2,874,Research & Development,15,3,Medical,3,Male,3,Laboratory Technician,3,Married,2610,6233,0,12,3,3,1,2,5,2,2,2,2,1
832,37,No,1,367,Research & Development,25,2,Medical,3,Female,2,Healthcare Representative,4,Divorced,5731,17171,0,13,3,3,2,9,2,3,6,2,1,0
833,27,No,1,199,Research & Development,6,3,Life Sciences,4,Male,2,Research Scientist,3,Married,2539,7950,0,13,3,3,1,4,0,3,4,2,2,0
834,34,No,1,1400,Sales,9,1,Life Sciences,2,Female,3,Sales Executive,3,Married,5714,5829,0,20,4,1,0,6,3,2,6,5,1,0
835,35,No,1,528,Human Resources,8,4,Technical Degree,3,Male,3,Human Resources,3,Single,4323,7108,0,17,3,2,0,6,2,1,5,4,1,0
836,29,Yes,1,408,Sales,23,1,Life Sciences,4,Female,2,Sales Executive,1,Married,7336,11162,0,13,3,1,1,11,3,1,11,8,3,1
837,40,No,2,593,Research & Development,9,4,Medical,2,Female,3,Research Director,3,Single,13499,13782,0,17,3,3,0,20,3,2,18,7,2,0
838,42,Yes,2,481,Sales,12,3,Life Sciences,3,Male,3,Sales Executive,1,Single,13758,2447,1,12,3,2,0,22,2,2,21,9,13,1
839,42,No,1,647,Sales,4,4,Marketing,2,Male,3,Sales Executive,1,Single,5155,2253,0,13,3,4,0,9,3,4,6,4,1,0
840,35,No,1,982,Research & Development,1,4,Medical,4,Male,2,Laboratory Technician,3,Married,2258,16340,0,12,3,2,1,10,2,3,8,0,1,0
841,24,No,1,477,Research & Development,24,3,Medical,4,Male,3,Laboratory Technician,2,Single,3597,6409,0,22,4,4,0,6,2,3,4,3,1,0
842,28,Yes,1,1485,Research & Development,12,1,Life Sciences,3,Female,3,Laboratory Technician,4,Married,2515,22955,1,11,3,4,0,1,4,2,1,1,0,1
843,26,No,1,1384,Research & Development,3,4,Medical,1,Male,4,Laboratory Technician,4,Married,4420,13421,0,22,4,2,1,8,2,3,8,7,0,0
844,30,No,1,852,Sales,10,3,Marketing,3,Male,2,Sales Executive,3,Married,6578,2706,0,18,3,1,1,10,3,3,10,3,1,0
845,40,No,2,902,Research & Development,26,2,Medical,3,Female,2,Research Scientist,4,Married,4422,21203,1,13,3,4,1,16,3,1,1,1,0,0
846,35,No,1,819,Research & Development,2,3,Life Sciences,3,Male,2,Manufacturing Director,2,Divorced,10274,19588,0,18,3,2,1,15,2,4,7,7,6,0
847,34,No,2,669,Research & Development,1,3,Medical,4,Male,2,Healthcare Representative,1,Single,5343,25755,0,20,4,3,0,14,3,3,13,9,4,0
848,35,No,2,636,Research & Development,4,4,Other,4,Male,2,Laboratory Technician,4,Married,2376,26537,0,13,3,2,1,2,2,4,2,2,2,0
849,43,Yes,1,1372,Sales,9,3,Marketing,1,Female,1,Sales Executive,3,Single,5346,9489,0,13,3,2,0,7,2,2,4,3,1,1
850,32,No,0,862,Sales,2,1,Life Sciences,3,Female,3,Sales Representative,1,Divorced,2827,14947,0,12,3,3,3,1,3,3,1,0,0,0
851,56,No,1,718,Research & Development,4,4,Technical Degree,4,Female,3,Manager,1,Divorced,19943,18575,0,13,3,4,1,28,2,3,5,2,4,0
852,29,No,1,1401,Research & Development,6,1,Medical,2,Female,3,Laboratory Technician,4,Married,3131,26342,0,13,3,1,1,10,5,3,10,8,0,0
853,19,No,1,645,Research & Development,9,2,Life Sciences,3,Male,3,Research Scientist,1,Single,2552,7172,0,25,4,3,0,1,4,3,1,1,0,0
854,45,No,1,1457,Research & Development,7,3,Medical,1,Female,3,Research Scientist,3,Married,4477,20100,1,19,3,3,1,7,2,2,3,2,0,0
855,37,No,1,977,Research & Development,1,3,Life Sciences,4,Female,2,Manufacturing Director,4,Married,6474,9961,0,13,3,2,1,14,2,2,14,8,3,0
856,20,No,1,805,Research & Development,3,3,Life Sciences,1,Male,2,Laboratory Technician,3,Single,3033,12828,0,12,3,1,0,2,2,2,2,2,1,0
857,44,Yes,1,1097,Research & Development,10,4,Life Sciences,3,Male,3,Research Scientist,3,Single,2936,10826,1,11,3,3,0,6,4,3,6,4,0,1
858,53,No,1,1223,Research & Development,7,2,Medical,4,Female,3,Manager,3,Divorced,18606,18640,0,18,3,2,1,26,6,3,7,7,4,0
859,29,No,1,942,Research & Development,15,1,Life Sciences,2,Female,1,Research Scientist,4,Married,2168,26933,1,18,3,1,1,6,2,2,5,4,1,0
860,22,Yes,2,1256,Research & Development,3,4,Life Sciences,3,Male,2,Research Scientist,4,Married,2853,4223,1,11,3,2,1,1,5,3,0,0,0,1
861,46,No,1,1402,Sales,2,3,Marketing,3,Female,3,Manager,1,Married,17048,24097,0,23,4,1,0,28,2,3,26,15,15,0
862,44,No,0,111,Research & Development,17,3,Life Sciences,4,Male,1,Research Scientist,3,Single,2290,4279,0,13,3,4,0,6,3,3,0,0,0,0
863,33,No,1,147,Human Resources,2,3,Human Resources,2,Male,3,Human Resources,3,Married,3600,8429,0,13,3,4,1,5,2,3,5,4,1,0
864,41,Yes,0,906,Research & Development,5,2,Life Sciences,1,Male,2,Research Scientist,1,Divorced,2107,20293,0,17,3,1,1,5,2,1,1,0,0,1
865,30,No,1,1329,Sales,29,4,Life Sciences,3,Male,3,Sales Executive,1,Divorced,4115,13192,0,19,3,3,3,8,3,3,4,3,0,0
866,40,No,2,1184,Sales,2,4,Medical,2,Male,3,Sales Executive,2,Married,4327,25440,0,12,3,4,3,5,2,3,0,0,0,0
867,50,No,2,1421,Research & Development,2,3,Medical,4,Female,3,Manager,1,Married,17856,9490,0,22,4,3,1,32,3,3,2,2,2,0
868,28,No,1,1179,Research & Development,19,4,Medical,4,Male,2,Laboratory Technician,1,Married,3196,12449,0,12,3,3,3,6,2,3,6,5,3,0
869,46,No,1,1450,Research & Development,15,2,Life Sciences,4,Male,3,Research Director,2,Married,19081,10849,0,11,3,1,1,25,2,3,4,2,0,0
870,35,No,1,1361,Sales,17,4,Life Sciences,3,Male,3,Sales Executive,1,Married,8966,21026,1,15,3,4,3,15,2,3,7,7,1,0
871,24,Yes,1,984,Research & Development,17,2,Life Sciences,4,Female,3,Laboratory Technician,2,Married,2210,3372,0,13,3,1,1,1,3,1,1,0,0,1
872,33,No,2,1146,Sales,25,3,Medical,2,Female,3,Sales Executive,3,Married,4539,4905,0,12,3,1,1,10,3,2,10,7,0,0
873,36,No,1,917,Research & Development,6,4,Life Sciences,3,Male,1,Laboratory Technician,3,Divorced,2741,6865,0,14,3,3,1,7,4,3,7,7,1,0
874,30,No,1,853,Research & Development,7,4,Life Sciences,3,Male,3,Laboratory Technician,3,Divorced,3491,11309,0,13,3,1,3,10,4,2,10,7,8,0
875,44,No,1,200,Research & Development,29,4,Other,4,Male,3,Research Scientist,4,Single,4541,7744,0,25,4,2,0,20,3,3,20,11,13,0
876,20,No,1,654,Sales,21,3,Marketing,3,Male,4,Sales Representative,4,Single,2678,5050,0,17,3,4,0,2,2,3,2,1,2,0
877,46,No,1,150,Research & Development,2,4,Technical Degree,4,Male,3,Manufacturing Director,4,Divorced,7379,17433,0,11,3,3,1,12,3,2,6,3,1,0
878,42,No,0,179,Human Resources,2,5,Medical,4,Male,4,Human Resources,1,Married,6272,12858,0,16,3,1,1,10,3,4,4,3,0,0
879,60,No,1,696,Sales,7,4,Marketing,2,Male,4,Sales Executive,4,Divorced,5220,10893,1,18,3,2,1,12,3,3,11,7,1,0
880,32,No,2,116,Research & Development,13,3,Other,3,Female,2,Laboratory Technician,2,Married,2743,7331,0,20,4,3,1,2,2,3,2,2,2,0
881,32,No,2,1316,Research & Development,2,2,Life Sciences,4,Female,3,Research Scientist,3,Single,4998,2338,1,14,3,4,0,10,2,3,8,7,0,0
882,36,No,1,363,Research & Development,1,3,Technical Degree,3,Female,1,Manufacturing Director,1,Divorced,10252,4235,1,21,4,3,1,17,2,3,7,7,7,0
883,33,No,1,117,Research & Development,9,3,Medical,1,Male,3,Research Scientist,4,Married,2781,6311,0,13,3,2,1,15,5,3,14,10,4,0
884,40,No,1,107,Sales,10,3,Technical Degree,2,Female,2,Sales Executive,2,Divorced,6852,11591,0,12,3,2,1,7,2,4,5,1,1,0
885,25,No,1,1356,Sales,10,4,Life Sciences,3,Male,3,Sales Executive,4,Single,4950,20623,0,14,3,2,0,5,4,3,4,3,1,0
886,30,No,1,1465,Research & Development,1,3,Medical,4,Male,3,Research Scientist,2,Married,3579,9369,1,21,4,1,1,12,2,3,11,9,5,0
887,42,No,2,458,Research & Development,26,5,Medical,1,Female,3,Research Director,1,Married,13191,23281,1,17,3,3,0,20,6,3,1,0,0,0
888,35,No,0,1212,Sales,8,2,Marketing,3,Female,2,Sales Executive,4,Married,10377,13755,1,11,3,2,1,16,6,2,13,2,4,0
889,27,No,1,1103,Research & Development,14,3,Life Sciences,1,Male,3,Research Scientist,1,Married,2235,14377,1,14,3,4,2,9,3,2,9,7,6,0
890,54,No,2,966,Research & Development,1,4,Life Sciences,4,Female,3,Manufacturing Director,3,Divorced,10502,9659,0,17,3,1,1,33,2,1,5,4,1,0
891,44,No,1,1117,Research & Development,2,1,Life Sciences,1,Female,4,Research Scientist,4,Married,2011,19982,0,13,3,4,1,10,5,3,10,5,7,0
892,19,Yes,0,504,Research & Development,10,3,Medical,1,Female,2,Research Scientist,2,Single,1859,6148,1,25,4,2,0,1,2,4,1,1,0,1
893,29,No,1,1010,Research & Development,1,3,Life Sciences,1,Female,3,Research Scientist,4,Divorced,3760,5598,0,15,3,1,3,3,5,3,3,2,1,0
894,54,No,1,685,Research & Development,3,3,Life Sciences,4,Male,3,Research Director,4,Married,17779,23474,0,14,3,1,0,36,2,3,10,9,0,0
895,31,No,1,1332,Research & Development,11,2,Medical,3,Male,3,Healthcare Representative,1,Married,6833,17089,1,12,3,4,0,6,2,2,6,5,0,0
896,31,No,1,1062,Research & Development,24,3,Medical,3,Female,2,Healthcare Representative,1,Single,6812,17198,0,19,3,2,0,10,2,3,10,9,1,0
897,59,No,1,326,Sales,3,3,Life Sciences,3,Female,2,Sales Executive,4,Single,5171,16490,0,17,3,4,0,13,2,3,6,1,0,0
898,43,No,1,920,Research & Development,3,3,Life Sciences,3,Male,1,Research Director,4,Married,19740,18625,0,14,3,2,1,25,2,3,8,7,0,0
899,49,No,1,1098,Research & Development,4,2,Medical,1,Male,2,Manager,3,Married,18711,12124,0,13,3,3,1,23,2,4,1,0,0,0
900,36,No,2,469,Research & Development,3,3,Technical Degree,3,Male,3,Research Scientist,2,Married,3692,9256,0,12,3,3,0,12,2,2,11,10,0,0
901,48,No,1,969,Research & Development,2,2,Technical Degree,4,Male,4,Laboratory Technician,2,Single,2559,16620,0,11,3,3,0,7,4,2,1,0,0,0
902,27,No,1,1167,Research & Development,4,2,Life Sciences,1,Male,3,Research Scientist,3,Divorced,2517,3208,0,11,3,2,3,5,2,3,5,3,0,0
903,29,No,1,1329,Research & Development,7,3,Life Sciences,3,Male,3,Healthcare Representative,4,Divorced,6623,4204,1,11,3,2,2,6,2,3,6,0,1,0
904,48,No,1,715,Research & Development,1,3,Life Sciences,4,Male,2,Research Director,4,Single,18265,8733,0,12,3,3,0,25,3,4,1,0,0,0
905,29,No,1,694,Research & Development,1,3,Life Sciences,4,Female,2,Research Director,4,Divorced,16124,3423,0,14,3,2,2,9,2,2,7,7,1,0
906,34,No,1,1320,Research & Development,20,3,Technical Degree,3,Female,4,Research Scientist,3,Married,2585,21643,0,17,3,4,0,2,5,2,1,0,0,0
907,44,No,1,1099,Sales,5,3,Marketing,2,Male,3,Manager,2,Married,18213,8751,0,11,3,3,1,26,5,3,22,9,3,0
908,33,No,1,536,Sales,10,5,Marketing,4,Male,4,Sales Executive,3,Divorced,8380,21708,1,14,3,4,2,10,3,3,9,8,0,0
909,19,No,1,265,Research & Development,25,3,Life Sciences,2,Female,4,Research Scientist,4,Single,2994,21221,1,12,3,4,0,1,2,3,1,0,0,0
910,23,No,1,373,Research & Development,1,2,Life Sciences,4,Male,3,Research Scientist,3,Married,1223,16901,0,22,4,4,1,1,2,3,1,0,0,0
911,25,Yes,2,599,Sales,24,1,Life Sciences,3,Male,1,Sales Representative,4,Single,1118,8040,1,14,3,4,0,1,4,3,1,0,1,1
912,26,No,1,583,Research & Development,4,2,Life Sciences,3,Male,3,Research Scientist,4,Single,2875,9973,1,20,4,2,0,8,2,2,8,5,2,0
913,45,Yes,1,1449,Sales,2,3,Marketing,1,Female,1,Manager,2,Single,18824,2493,1,16,3,1,0,26,2,3,24,10,1,1
